"1967 St. Louis tornado outbreak","January 24, 1967","Midwest","32","6 fatalities","One of the most intense January outbreaks ever documented. F3+ tornadoes occurred as far north as Wisconsin. An F4 tornado killed three in the St. Louis suburbs, paralleling the paths of earlier tornadoes in 1896 and 1927. Two students were killed at a high school in Orrick, Missouri."
"1967 Oak Lawn tornado outbreak","April 21, 1967","Midwest","45","58 fatalities","One of the most intense outbreaks to hit the Chicago metropolitan area. An F4 devastated Belvidere, Illinois, killing 13 people in a school (one of the highest such tolls in US history. Another very destructive F4 hit Oak Lawn, killing 33 people in rush-hour traffic. Other violent tornadoes touched down in Missouri and Michigan."
"1967 Iowa–Minnesota tornado outbreak","April 30, 1967","Iowa, Minnesota, South Dakota","21","13 fatalities","Only one tornado below F2 strength in Minnesota. The towns of Albert Lea and Waseca were devastated by deadly F4s."
"Hurricane Beulah","September 19–23, 1967","Texas – Mexico",">115","5 fatalities","One of the largest tropical cyclone-related tornado outbreaks recorded. Produced several strong tornadoes, some of which were deadly. Also set the record for most tornadoes in one state within a 24-hour period."
"1968 Wheelersburg, Ohio tornado outbreak","April 23, 1968","Ohio Valley","14","14 fatalities","Outbreak produced several violent and killer tornadoes across the Ohio Valley, including two F4s—one possibly an F5. An official F5 struck Wheelersburg and Gallipolis as well. The F5 rating is, however, disputed by some sources."
"May 1968 tornado outbreak","May 15–16, 1968","Mississippi Valley","46","74 fatalities","Two F5 tornadoes struck Iowa on the same day, killing 18 people. Two deadly F4s struck Arkansas, including one that killed 35 people in Jonesboro."
"1968 Tracy tornado","June 13, 1968","Minnesota","1","9 fatalities","Powerful but narrow F5 tornado killed nine people and injured 150 in Tracy, Minnesota."
"1969 Hazlehurst, Mississippi tornado outbreak","January 23, 1969","Southeastern United States","3","32 fatalities","Devastating pre-dawn tornado near Hazlehurst killed 32 people on a long path across southern Mississippi. (2 significant, 1 violent killer)"
"1969 Minnesota tornado outbreak","August 6, 1969","Minnesota","13","15 fatalities, 109 injuries","Mid-summer outbreak produced several destructive tornadoes in Minnesota. An F4 tornado killed 12 people near Outing."
"August 1969 OMFG 69 :0 Cincinnati tornado outbreak","August 9, 1969","Indiana – Ohio","10","4 fatalities","F4 killed 4 in the Cincinnati suburbs. Other strong tornadoes occurred in Indiana and Virginia."
"April 17–19, 1970 tornado outbreak sequence","April 17–19, 1970","Southern Great Plains","15","23 fatalities","Produced multiple violent, long-tracked tornadoes in the Llano Estacado and the Texas Panhandle. (7 significant, 4 violent, 3 killer)"
"1970 Lubbock tornado","May 11, 1970","West Texas","2","26 fatalities","An F5 tornado struck downtown Lubbock, Texas, killing 26 people. Studies of this tornado led to the formation of the Fujita scale."
"June 10–16, 1970 tornado outbreak sequence","June 10–16, 1970","Central United States","82","3 fatalities","82 tornadoes touched down across the Great Plains and Midwest. The outbreak sequence featured a long–tracked F3 tornado that struck Springdale, Arkansas and an F4 tornado near Bynumville, Missouri. One tornado near Macon, Missouri, featured an oddity where a welcome mat made an imprint on the side of a house."
"February 1971 Mississippi Delta tornado outbreak","February 21, 1971","Southern Mississippi Valley","19","123 fatalities","Deadly outbreak produced multiple long-track, violent tornadoes across Mississippi Delta region, including the only known F5 in Louisiana history. One of the tornadoes traveled 202 mi (325 km) across northern and central Mississippi, destroying several entire communities and killing 58 people, including 21 alone in Pugh City, which was entirely destroyed and never rebuilt. Additionally, the F5 Louisiana tornado continued into Mississippi and killed 21 people in Inverness, a large section of which was also destroyed."
"1971 Springfield, Missouri tornado outbreak","December 14–15, 1971","Central United States","40","2 fatalities","(10 significant, 2 killer)"
"1972 Portland-Vancouver tornado","April 5, 1972","Pacific Northwest","4","6 fatalities","Deadliest West Coast tornado event ever documented."
"Hurricane Agnes tornado outbreak","June 18–19, 1972","Florida and Georgia","30","7 fatalities, ≥ 140 injuries","Third-deadliest tropical cyclone-related outbreak in the U.S. since 1900 and is the largest Florida tornado outbreak with 28 tornadoes in state. (12 significant, 0 violent, 2 killer)"
"1972 Waukegan - North Chicago Tornado outbreak","September 28, 1972","Midwest","20","1 injury","F4 tornado hit the Chicago suburbs, destroying military barracks. Rating disputed."
"April 1–2, 1974 tornado outbreak","April 1–2, 1974","Southern U.S. – Mississippi Valley","23","4 fatalities","Outbreak ended only 17 hours before Super Outbreak began in the same areas. (10 significant, 3 violent, 4 killer)"
"1974 Super Outbreak","April 3–4, 1974","Eastern United States – Ontario","148","319 fatalities","The second-largest and most violent tornado outbreak ever documented. Violent and deadly tornadoes, several of which were long lived, touched down over a wide area from Alabama to Indiana, affecting major population areas including Louisville, Cincinnati, and Huntsville. A violent F5 destroyed Brandenburg, Kentucky, and killed 31, and another F5 destroyed a large section of Xenia, Ohio, killing 32. Three F5s occurred in Alabama, including one of the strongest tornadoes on record, a long-tracked F5 that obliterated a large section of Guin, killing 28 people, 20 of them in Guin alone. Additionally, two other powerful F5s devastated the town of Tanner a half hour apart and killed total of 50 people. Numerous other violent, killer, long-tracked tornadoes occurred from the Great Lakes to the Gulf Coast, including an extremely long-tracked F4 that traveled almost 110 mi (180 km) and killed 18 people in northern Indiana. Strong, deadly tornadoes occurred as far north as Ontario as well. Outbreak produced 30 violent tornadoes, 23 F4s and seven F5s."
"June 1974 Great Plains tornado outbreak","June 8, 1974","Southern Great Plains","39","22 fatalities","Several significant tornadoes occurred over the southern Great Plains, including two violent, killer F4 tornadoes that hit Oklahoma and Kansas. One of the tornadoes struck Drumright in Oklahoma, killing 14 people, while the other killed six in and near Emporia, Kansas. Other strong, F3 tornadoes affected the Oklahoma City and Tulsa metropolitan areas. (22 significant, 2 violent, 3 killer)"
"Great Storm of 1975","January 9–12, 1975","Southeastern United States","45","12 fatalities","January outbreak produced a violent F4 that killed nine people in McComb, Mississippi. An F3 east of Birmingham, Alabama, destroyed numerous homes and killed one person."
"1975 Omaha tornado outbreak","May 6, 1975","Northern Great Plains","36","3 fatalities","Omaha F4 killed three people and was one of the costliest tornado disasters in US history. Another F4 destroyed the town of Magnet, Nebraska."
"1975 Canton, Illinois tornado","July 23, 1975","Illinois","2","2 fatalities","High-end F3 destroyed downtown Canton, Illinois."
"March 1976 tornado outbreak","March 20–21, 1976","Mississippi Valley","66","3 fatalities","(18 significant, 3 violent, 3 killer)"
"April 1977 Birmingham tornado","April 4, 1977","Southeastern United States","21","24 fatalities","Violent F5 tornado struck the Smithfield area in northern Birmingham, Alabama, sweeping away many homes and killing 22 people. Outbreak extended from Mississippi to North Carolina, with several strong tornadoes documented. The storm system also caused the crash of Southern Airways Flight 242, which happened on the same day, in the same area."
"1978 Clearwater, Florida tornado outbreak","May 4, 1978","Florida and South Carolina","13","3 fatalities","F3 struck an elementary school in Clearwater, Florida, killing three students. An F2 struck Gainesville, Florida"
"1979 Red River Valley tornado outbreak","April 10–11, 1979","Southern Great Plains – Southeastern United States","59","56 fatalities","Deadly outbreak produced multiple killer tornadoes across the southern Great Plains states, including a famous, devastating, F4 wedge that killed 42 people in Wichita Falls, Texas. Another deadly F4 occurred in Vernon, Texas."
"Windsor Locks, Connecticut tornado","October 3, 1979","New England","1","3 fatalities","Rare New England and October F4, one of the costliest tornadoes in US history."
"April 1980 Central United States tornado outbreak","April 7–8, 1980","Central United States","59","3 fatalities","Many strong tornadoes touched down, including an F3 that struck Round Rock, Texas, killing 1."
"1980 Kalamazoo tornado","May 13, 1980","Michigan","1","5 fatalities","F3 struck downtown Kalamazoo, Michigan, killing 5 people."
"1980 Grand Island tornado outbreak","June 2–3, 1980","Central – Eastern United States","15","6 fatalities","Grand Island, Nebraska, was devastated by a series of damaging tornadoes. Best known for forming three rare anticyclonic tornadoes in one system. Outbreak produced violent tornadoes as far east as Pennsylvania."
"Hurricane Allen","August 1980","Mexico – Texas","≥29","–","Costliest tropical cyclone-related tornado in history struck the Austin area."
"April 4, 1981, West Bend tornado","April 4","Wisconsin","1","3 fatalities","One of the strongest anticyclonic tornadoes on record, rated F4."
"May 1981 tornado outbreak","May 22–23, 1981","Great Plains","43","0 fatalities","Multiple strong tornadoes touched down across the Great Plains. Spawned the Cordell and Binger, Oklahoma, tornadoes, the latter of which was a violent F4."
"April 1982 tornado outbreak","April 2–3, 1982","Southern Plains – Mississippi Valley","61","29 fatalities","Produced an F5 tornado near Broken Bow, Oklahoma, though the rating is disputed. An F4 tornado also struck Paris, Texas, and another occurred in Arkansas. (24 significant, 4 violent, 10 killer)"
"May 1982 tornado outbreak","May 11–12, 1982","Texas – Oklahoma","70","3 fatalities","Produced killer tornadoes in Texas and Oklahoma."
"Marion, Illinois tornado outbreak","May 29, 1982","Illinois","7","10 fatalities","Produced an F4 that killed 10 people in Marion, Illinois."
"Early-December 1982 tornado outbreak","December 2–3, 1982","Lower-Middle Mississippi Valley","43","4 fatalities","(16 significant)"
"1982 Christmas tornado outbreak","December 23–25, 1982","Central – Southeastern United States","43","3 fatalities","(18 significant)"
"March 1983 South Florida tornadoes","March 17, 1983","Southern Florida","2","0 fatalities","Produced an unusually long-lived tornado across the Everglades and urban Broward County, Florida. An F1 tornado also hit Collier County. Other tornadoes may have occurred across southern Florida as well. (2 tornadoes, 1 significant, 3 unconfirmed)"
"Early-May 1983 tornado outbreak","May 1–2, 1983","Mississippi Valley – Great Lakes","63","7 fatalities, 110+ injured","Affected 11 states with $200 million in damage, Ohio and western New York hardest hit."
"Mid-May 1983 tornado outbreak","May 18–20, 1983","Southeastern United States","48","6 fatalities","(10 significant, 6 killer)"
"December 6, 1983, Selma, AL tornado","Dec 6","Alabama","1","1 fatality, 19 injuries","Rated F3."
"1984 Carolinas tornado outbreak","March 28, 1984","Carolinas","24","57 fatalities, 1200+ injuries","Long-lived supercell tracked near the center of a low pressure center and generated 13 tornadoes, 11 of which were F3 or F4 in strength. Two F4s left damage paths more than 2 mi (3.2 km) wide. Worst tornado outbreak ever recorded in the Carolinas. Winnsboro and Bennettsville, South Carolina, along with Red Springs and Greenville, North Carolina, were devastated."
"1984 Philipp-Water Valley, Mississippi tornado outbreak","April 21, 1984","Southeastern United States","7","15 fatalities","Produced a multiple-vortex F3 with an unusual V-shaped path that struck Water Valley, Mississippi, killing 15. (3 significant)"
"1984 Morris, Oklahoma tornado outbreak","April 26–27, 1984","Great Plains – Mississippi Valley","47","16 fatalities","Produced many strong to violent tornadoes, especially in Oklahoma and Wisconsin. (20 significant, 8 killer)"
"1984 Mannford-New Prue, Oklahoma tornado outbreak","April 29, 1984","Central United States","42","1 fatality","New Prue was devastated by an F4, killing 1. (4 significant, 1 violent killer)"
"May 1984 tornado outbreak","May 2–3, 1984","Southeastern United States","60","5 fatalities","(15 significant)"
"1984 Barneveld, Wisconsin tornado outbreak","June 7–8, 1984","Central United States","45","13 fatalities","Numerous strong tornadoes touched down across the northern Plains states. Late-night F5 killed nine people in Barneveld, Wisconsin. Long-track F4 killed three in Missouri."
"1985 United States–Canada tornado outbreak","May 31, 1985","U.S. – Canadian Eastern Great Lakes","43","90 fatalities","Unusual tornado outbreak was among the most intense recorded, the largest such outbreak in the region. Violent tornadoes devastated towns in Ohio, Pennsylvania, New York, and Ontario. Long-track tornado produced F5 damage in Ohio and Pennsylvania, killing 18. Two F4s occurred in Canada, including one that killed eight people in Barrie, Ontario."
"Hurricane Danny","August 1985","Southeastern United States","39","0 Fatalities","Produced an F3 that struck Waco, Texas."
"July 1986 tornado outbreak","July 1986","Minnesota","36","2 fatalities","Produced F4 tornado struck Minnesota"
"1987 Saragosa, Texas tornado","May 22, 1987","West Texas","3","30 fatalities","Brief but violent F4 tornado devastated the small town of Saragosa, killing 30 people."
"Teton-Yellowstone tornado","July 21, 1987","Wyoming","1","0 fatalities","Rare high-altitude F4 tore through parts of Yellowstone National Park, flattening acres of forest."
"1987 Arklatex tornado outbreak","November 15–16, 1987","Southeastern United States","50","11 Fatalities","Produced a series of strong tornadoes across Oklahoma, Texas, and Mississippi."
"1987 West Memphis, Arkansas tornado","December 14, 1987","Arkansas – Tennessee","1","6 dead, 100 injured","Rated F3."
"May 1988 tornado outbreak","May 8, 1988","Midwest","57","0 fatalities","(8 significant)"
"Hurricane Gilbert","September 1988","Central – North America","≥29","–","Produced several tornadoes in Texas."
"1988 Raleigh tornado outbreak","November 28, 1988","North Carolina","7","4 fatalities","Produced a long-track F4 that struck Raleigh, North Carolina, killing four people. A few other less significant tornadoes occurred as well."
"May 1989 tornado outbreak","May 5, 1989","Mid-Atlantic – Southeast U.S.","16","7 fatalities","Produced three killer F4s in the Carolinas. The Charlotte, Winston–Salem, and Durham, North Carolina, areas all sustained major impacts."
"1989 Northeastern United States tornado outbreak","July 10, 1989","Northeastern United States","17","0 fatalities, 142 injured","One of the most intense tornado events to ever impact the New England region. Destructive tornadoes touched down in New York and Connecticut, including a violent F4 that devastated Hamden, Connecticut."
"November 1989 tornado outbreak","November 15–16, 1989","Southeastern United States and Mid-Atlantic States","40","21 fatalities","Produced a deadly F4 that struck Huntsville, Alabama, at rush hour. Strong tornadoes touched down as far north as Quebec."
"March 1990 Central United States tornado outbreak","March 11–13, 1990","Central United States","64","2 fatalities","The most violent March outbreak and the most intense Great Plains outbreak to occur so early in the year. Produced two powerful F5s near Hesston and Goessel, Kansas. A long-tracked F4, possibly a family of tornadoes, occurred near Red Cloud, Nebraska. (27 significant, 4 violent, 2 killer)"
"June 1990 Lower Ohio Valley tornado outbreak","June 2–3, 1990","Central United States","66","9 fatalities","Outbreak produced many strong to violent tornadoes across the Ohio Valley. An F4 devastated Petersburg, Indiana, killing 6 people. Another very long lived F4 was on the ground for 106 miles across Illinois and Indiana. A late night F4 impacted the northern sections of the Cincinnati metro as well. (27 significant, 7 violent, 4 killer)"
"1990 Plainfield tornado","August 28, 1990","Northeastern Illinois","13","29 fatalities","Produced some of the most intense vegetation scouring ever documented. Strongest August tornado, though only rated F5 based on corn damage. F4 damage occurred to buildings in Plainfield, Illinois, killing 29 people. Was part of a small outbreak that also produced strong tornadoes in Ontario and New York."
"April 26, 1991 tornado outbreak","April 26–27, 1991","Central-Southern Great Plains","58","21 fatalities","One of the most intense Plains outbreaks on record, produced five violent tornadoes in Oklahoma and Kansas. A very violent F5 killed 17 people in the Wichita metropolitan area at Andover, Kansas, destroying an entire mobile-home park. A long-tracked F4 near Red Rock, Oklahoma, produced Doppler-indicated winds into the F5 range. Three other F4s occurred in Kansas and Oklahoma. (32 significant, 6 violent, 5 killer)"
"May 1991 Central Plains tornado outbreak","May 16, 1991","Central Great Plains","46","0 fatalities","(4 significant)"
"Mid-June 1992 tornado outbreak","June 15–16, 1992","Central United States","123","1 fatality","Large outbreak produced many strong to violent tornadoes, mainly across the Northern Plains states. A large F5 devastated the town of Chandler, Minnesota, killing one person. (27 significant, 4 violent, 1 killer)"
"November 1992 tornado outbreak","November 21–23, 1992","Southern – Eastern United States","95","26 fatalities","The most intense and largest November outbreak on record in U.S. history. Produced strong tornadoes from Texas to North Carolina and into the Ohio Valley, including a long-track F4 that impacted Brandon, Mississippi, and killed 12 people. A series of destructive tornadoes (including an F4) devastated the Houston metro area as well. (43 significant, 5 violent, 9 killer)"
"1993 Catoosa, Oklahoma tornado outbreak","April 24, 1993","Oklahoma","13","7 fatalities","Rain-wrapped F4 killed 7 people in the suburbs of Tulsa. A destructive F3 paralleled the path of the F4."
"1993 Virginia tornado outbreak","August 6, 1993","Virginia","23","4 fatalities","Largest tornado outbreak in Virginia history. Produced a violent F4 that struck downtown Petersburg, Virginia and killed 4 people."
"August 8–9, 1993, tornado outbreak","August 8–9, 1993","Northern Plains","7","2 fatalities","Small outbreak that resulted in 2 fatalities in Minnesota."
"1994 Palm Sunday tornado outbreak","March 27, 1994","Southeastern United States","29","40 fatalities","Produced multiple violent tornadoes across the Southeastern U.S., including one that killed 20 people in a church near Piedmont, Alabama. Last of the three famous Palm Sunday outbreaks. (2 violent, 13 significant, 5 killer)"
"April 1994 tornado outbreak","April 25–27, 1994","Southern Great Plains – Midwest","101","6 fatalities","Large and widespread outbreak. An F4 devastated the Dallas suburb of Lancaster, Texas, killing 3 people there. Another F4 that struck West Lafayette, Indiana killed 3 as well."
"June 1994 tornado outbreak","June 26–27, 1994","–","62","2 fatalities","(11 significant)"
"1994 Thanksgiving Weekend tornado outbreak","November 27, 1994","Southeastern United States","19","6 fatalities","Produced several strong tornadoes across the South."
"May 1995 tornado outbreak sequence","May 1995","Central United States","278","13 fatalities","Very large outbreak sequence produced many strong to violent tornadoes. An F4 struck Harvest, Alabama, and killed 1 person, and another F4 struck Ethridge, Tennessee, and killed 3. An F3 killed 3 people and caused major damage in the Ardmore, Oklahoma area. Produced an F0 that downed several trees at the National Arboretum in Washington D.C.."
"1995 Great Barrington tornado","May 29, 1995","Massachusetts","2","3 fatalities","Strong tornado caused three fatalities in a vehicle that was thrown near Great Barrington, Massachusetts."
"March 6, 1996, Selma, Alabama tornado","March 6","Alabama","1","4 fatalities, 40 injuries","Was rated F3."
"April 1996 tornado outbreak sequence","April 19–22, 1996","Texas – Arkansas – Illinois – Indiana – Ontario","117","6 fatalities","Large outbreak sequence. Multiple towns in Illinois sustained major damage, with one death occurring in Ogden. An F3 devastated downtown Fort Smith, Arkansas, killing 2. Two F3s also caused severe damage in Ontario."
"May 1996 Kentucky tornado outbreak","May 28, 1996","Kentucky","11","0 fatalities","Produced a long-track F4 near Louisville."
"1996 Oakfield tornado","July 18, 1996","Wisconsin","12","1 fatality","F5 tornado. Was part of a small mid-Summer outbreak that occurred in Wisconsin. An F2 killed one person in Marytown, Wisconsin."
"Late-October 1996 tornado outbreak","October 26, 1996","West North Central States","26","11 injuries","Unusual late-season outbreak in Minnesota, South Dakota and Nebraska. Homes were destroyed near Lobster Lake and Albany, Minnesota."
"March 1997 tornado outbreak","February 28-March 1, 1997","Mississippi Valley – Ohio Valley","56","26 fatalities","Many strong tornadoes touched down across the south, especially in Arkansas. Produced a devastating F4 that began near Benton and struck Shannon Hills, Arkansas, killing 15 people along the path. An F4 struck Arkadelphia, killing 6."
"1997 Miami tornado","May 12, 1997","Miami, Florida","1","0 fatalities","Widely photographed F1 tornado struck downtown Miami, Florida."
"1997 Central Texas tornado outbreak","May 27, 1997","Texas","20","28 fatalities","Produced a remarkably violent, deadly F5 tornado in Jarrell, Texas. Based on the damage, it may have been the strongest tornado ever recorded (though no mobile radar measurements were taken to confirm this). An F4 devastated neighborhoods near Lake Travis, and an F3 caused major damage in Cedar Park."
"1997 Southeast Michigan tornado outbreak","July 1–3, 1997","Southeast Michigan – Southwestern Ontario","52","2 fatalities (+5 non-tornadic)","An F2 tornado passed through some Detroit neighborhoods, the suburbs of Hamtramck, and Highland Park. One also touched down near Windsor, Ontario, site of an F3 in the 1974 Super Outbreak. F3s caused major damage near Clio and Thetford Center, with a fatality occurring at the latter of the two locations. Other strong tornadoes touched down in Minnesota and New England."
"1998 Kissimmee tornado outbreak","February 22–23, 1998","Florida","11","42 fatalities","Deadliest and most destructive Florida outbreak on record. Produced three F3s, including a long-tracked tornado near Kissimmee that was initially rated F4. Nighttime occurrence made the death toll high. (5 significant, 4 killers)"
"1998 Gainesville-Stoneville tornado outbreak","March 20, 1998","Georgia to Virginia","12","14 fatalities","An early-morning F3 passed near Gainesville, Georgia, and killed 12 people. Another F3 struck Mayodan and Stoneville, North Carolina, killing 2."
"1998 Comfrey – St. Peter tornado outbreak","March 29, 1998","Southern Minnesota","16","2 fatalities, 36 injuries","Earliest tornado outbreak in Minnesota history. A long-track F4 wedge struck Comfrey, Minnesota, killing one person. An F3 struck St. Peter, Minnesota, causing another fatality. Le Center, Minnesota sustained major damage from a large F2."
"April 6–9, 1998 tornado outbreak","April 6–9, 1998","Metropolitan area of Birmingham, Alabama; also Georgia, Louisiana, Tennessee","62","41 fatalities","Produced a violent nighttime F5 that moved through several suburbs of Birmingham, Alabama, killing 32 people. Other killer tornadoes touched down in Georgia."
"1998 Nashville tornado outbreak","April 15–16, 1998","Southeastern United States","63","12 fatalities","F3 tornado passed through downtown Nashville, killing one person. Numerous other strong tornadoes occurred across the South, including an extremely violent F5 near Lawrenceburg, Tennessee. An F4 devastated the town of Manila, Arkansas, killing 2."
"Late-May 1998 tornado outbreak and derecho","May 30–31, 1998","South Dakota, Great Lakes, New York, Pennsylvania","60","7 fatalities (+6 non-tornadic)","Large and dynamic outbreak produced many strong tornadoes, some of which were embedded in an extremely intense derecho. A large F4 wedge tornado devastated Spencer, South Dakota, killing 6. Produced an unusually intense outbreak of tornadoes across Pennsylvania and New York, with multiple F2s and F3s."
"1998 Eastern tornado outbreak","June 2, 1998","NY to SC","49","2 fatalities, 80 injuries","Unusually severe outbreak affected mainly the northeastern states just days after a similar outbreak affected roughly the same region (see previous event). Produced a large F4 that struck Frostburg, Maryland. Caused $42M in damage."
"August 23, 1998 Upper Great Lakes Severe Weather Outbreak","August 23, 1998","Wisconsin, Michigan","3","1 fatality (non-tornadic)","Spawned the F3 Door County tornado, the eighth costliest in Wisconsin history."
"1998 Lynbrook tornado","September 7, 1998","Long Island, New York","1","1 fatality","Occurred during the Labor Day derecho event."
"Hurricane Georges tornado outbreak","September 24–30, 1998","Southern US","47","36 injuries","Produced many tornadoes. Most were weak, though an F2 caused major damage in the Live Oak, Florida area."
"1998 Oklahoma tornado outbreak","October 4, 1998","Oklahoma","19","5 injuries","A late-year autumn outbreak, it was the largest October tornado outbreak in Oklahoma history. (8 significant)"
"January 17–18, 1999 tornado outbreak","January 17–18, 1999","Arkansas, Tennessee, Mississippi","24","8 fatalities","Strong and deadly tornadoes touched down in Tennessee, including an F3 and an F4 that struck Jackson, killing 6. A similar but even larger outbreak occurred just days later (see next event)."
"January 21–23, 1999 tornado outbreak","January 21–23, 1999","Louisiana, Arkansas, Tennessee, Mississippi","127","9 fatalities","Largest January outbreak on record. An F3 passed near downtown Little Rock, Arkansas, killing 3. An F3 devastated Beebe, Arkansas, killing 2. Other strong tornadoes struck Tennessee and Mississippi."
"Easter weekend 1999 tornado outbreak","April 2–3, 1999","Southern Plains","17","7 fatalities","Small but intense outbreak produced several strong tornadoes. An F4 devastated Benton, Louisiana, killing 7. The town of Logansport, Louisiana was severely damaged by an F3."
"April 8–9, 1999 tornado outbreak","April 8–9, 1999","Ohio Valley/Midwest","54","6 fatalities","Produced an F4 that moved through the Cincinnati suburbs, killing 4. Two F4s also touched down in Iowa."
"1999 Oklahoma tornado outbreak","May 2–8, 1999","Southern Great Plains","66","46 fatalities, 665 injuries","Produced one of the strongest documented tornadoes, an F5-rated tornado in the Oklahoma City metropolitan area with Doppler winds remotely sensed at 301 mph (484 km/h) near Bridge Creek, among the highest winds known to have occurred near the Earth's surface. First tornado to incur $1 billion in (non-normalized) damages. Other violent tornadoes occurred, including those near Mulhall, Oklahoma, and Wichita, Kansas."
"1999 Salt Lake City tornado","August 11, 1999","Utah","1","1 fatality","F2 tornado hit downtown Salt Lake City, causing the first known casualty in a Utah tornado."
"2000 Southwest Georgia tornado outbreak","February 13–14, 2000","Georgia","17","18","Produced a series of strong and deadly tornadoes that struck areas in and around Camilla, Meigs, and Omega, Georgia. Weaker tornadoes impacted other states."
"2000 Fort Worth tornado","March 28, 2000","U.S. South","10","2","Small outbreak produced an F3 that hit downtown Fort Worth, Texas, severely damaging skyscrapers and killing two. Another F3 caused major damage in Arlington and Grand Prairie."
"2000 Brady, Nebraska tornado","May 17, 2000","Nebraska","1","0","Highly photographed F3 passed near Brady, Nebraska."
"2000 Granite Falls tornado","July 25, 2000","Granite Falls, Minnesota","1","1","F4 struck Granite Falls, causing major damage and killing one person."
"December 2000 Tuscaloosa tornado","December 16, 2000","Southern United States","24","12","Small outbreak produced an F4 that struck Tuscaloosa, Alabama, killing 11. An F3 devastated Coats Bend, Alabama, and an F2 caused major damage and 1 fatality in Geneva, Alabama."
"February 24–25, 2001 tornado outbreak","February 24–25, 2001","Southern United States","25","7","An F2 killed one person near Union, Arkansas. An F3 caused major damage near Reed, Arkansas, and another long-tracked F3 devastated multiple towns in Mississippi and killed 6 people in Pontotoc."
"April 10–11, 2001 tornado outbreak","April 10–11, 2001","Great Plains Midwest","79","4","Widespread outbreak produced numerous tornadoes, some strong. F2 caused major damage in the town of Agency, Iowa, and killed two people. Other tornado-related fatalities occurred in Missouri and Oklahoma. Outbreak produced one of the worst hailstorms ever documented."
"June 13, 2001 tornado outbreak","June 13, 2001","Central Plains","36","0","Outbreak of mostly weak tornadoes, though a few were strong. An F3 tornado caused major damage near Parkers Prairie, Minnesota, along with a large F2 near Brainerd. An F4 completely destroyed a farmstead near Ruby, Nebraska."
"June 18, 2001, tornado outbreak","June 18, 2001","Iowa, Nebraska, Minnesota, Wisconsin","5","3","An F3 tornado killed three people in Siren, Wisconsin, and caused an estimated 10 million USD in damage."
"2001 Myrtle Beach tornadoes","July 6, 2001","Myrtle Beach, South Carolina","2","0","Two tornadoes of F1 and F2 strength passed through the area, resulting in severe damage."
"September 24, 2001 tornado outbreak","September 24, 2001","Virginia, Maryland, Pennsylvania","9","2","Multiple-vortex F3 tornado passed through the University of Maryland campus and multiple DC suburbs, killing two people. An F4 also occurred near Rixeyville, Virginia. Other weaker tornadoes were observed as well, including an F1 that struck Washington DC."
"October 9, 2001 tornado outbreak","October 9, 2001","Great Plains","30","0","Unusual October outbreak in the Great Plains produced multiple strong tornadoes in Nebraska and Oklahoma. A large F3 devastated the town of Cordell, Oklahoma."
"October 24, 2001 tornado outbreak","October 24, 2001","Central United States","25","2","Most of the tornadoes in this outbreak were embedded in a squall line. An F3 hit Crumstown, Indiana, killing one. An F2 near LaPorte, Indiana caused a fatality as well."
"November 23–24, 2001 tornado outbreak","November 23–24, 2001","Southeast U.S.","67","13","One of the strongest November outbreaks ever recorded. Produced three F4s, including one that struck Madison, Mississippi, killing 2. An F3 struck Wilmot, Arkansas, killing 3."
"2002 Midwest to Mid-Atlantic United States tornado outbreak","April 27–28, 2002","Midwest to Mid-Atlantic U.S.","49","6","Produced several strong tornadoes across the Midwest, including an F3 that caused major damage in Dongola, Illinois and killed one person. Also produced a few strong tornadoes in Maryland, including an F4 that devastated the town of La Plata and killed three."
"2002 Indiana tornadoes","September 20, 2002","Indiana, Ohio","8","0","A very long-tracked F3 tornado touched down near Elletsville, Indiana, destroying many homes and businesses in the town of Martinsville, which caused 127 injuries. An F2 injured 2 people when striking Washington, Indiana, along with another F2 that caused one injury near Wadesville, Indiana."
"2002 Veterans Day Weekend tornado outbreak","November 9–11, 2002","Southeastern United States – Ohio Valley","83","36","Very large and deadly outbreak produced multiple killer tornadoes across the Ohio Valley and Southeastern United States. A violent F4 hit Van Wert, Ohio, killing four people. Deadly F3 also hit Mossy Grove, Tennessee, killing seven. Two long-track F3s moved across northern Alabama, killing 11 people."
"March 17–20, 2003 tornado outbreak","March 17–20, 2003","Great Plains – Southern United States","28","7","Camilla, Georgia, was devastated by an F3 for the second time in 4 years, killing 4. An F2 killed 2 people near Bridgeboro, Georgia. Many other weaker tornadoes touched down as well."
"May 2003 tornado outbreak sequence","May 3–11, 2003","Great Plains - Southern United States","401","42","Large series of strong to violent tornadoes across the Great Plains and South. Two F4s struck the Kansas City metropolitan area, including one that killed two. In Missouri, the towns of Pierce City, Stockton, and Carl Junction were devastated by killer tornadoes. An F4 destroyed Franklin, Kansas, killing four, and another F4 struck downtown Jackson, Tennessee, killing eleven. A large F4 also caused major damage in southeastern Oklahoma City with additional damage in nearby areas."
"2003 South Dakota tornado outbreak","June 21–24, 2003","South Dakota","125","2","Tied U.S. record for most tornadoes in one state during a 24-hour period, with 67 tornadoes in South Dakota on the 24th. Produced a violent F4 that literally wiped Manchester, South Dakota off the map. In Nebraska, an F4 killed one person near Coleridge, and an F2 caused another fatality in Deshler. An F2 also caused major damage in Buffalo Lake, Minnesota ."
